,출원인,출원일,출원번호,astrtCont,bigDrawing,drawing,indexNo,발명명칭,IPC분류,openDate,openNumber,공개일,publicationNumber,등록일,registerNumber,등록상태,검색 키워드
928,신우공조 주식회사,20120622,1020120067070,"본 발명은 배출부를 갖는 유니트 몸체와; 상기 유니트 몸체의 내부에 설치되며, 공기를 일정 온도로 낮추는 열교환부와; 상기 유니트 몸체에 설치되며, 일정 온도 낮추어진 상기 공기를 상기 배출부로 배출되도록 송풍시키는 송풍부와; 상기 열교환부에 일정 온도의 냉매를 공급하는 공급관과; 상기 열교환부로부터 냉매를 배출시키는 배출관; 및 상기 공급관 상에서, 배출되는 상기 냉매의 온도값이 기설정된 기준 온도값에 이르도록 상기 냉매의 공급 흐름을 선택적으로 차단하는 유체흐름 제어모듈을 포함하는 팬코일 유니트를 제공한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf72697993cba355612baa05c0daf0d17081dbbc6fd5f248626db9a2c3195dc8da3f61a7bf5a4d23542665f2e1ec585ad2900205019b3ced2a560,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf43e9413462bf6af6eba7db482ac73a2b47f331c84fad587d2226a1af49f8688d3d4ef40cf422fbdf1ffc98752a14610b0cb6dd673b2dbce2,29,유체흐름 제어모듈을 갖는 팬코일 유니트,F25B 49/02|F25B 41/40|F25B 41/20|F24F 3/153|F25B 47/02,,,20121105,,20121025,1011962460000,등록,제어
929,웹케시 주식회사,20100624,1020100060067,본 발명은 이동 단말기의 제어 방법 및 금융기관서버의 제어 방법 및 금융기관서버에 관한 것이다.,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726a1fc76cd75d4f887482d18ba2fe797a59b6512881a4303e3aea96c071397613368145ad5d33d5d3c279d0964d63b3a010e16bf5b687ef2ed,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfd2666af83cab0227ad608d329ea1803ff6ee997f48127fdd9e7b156678587f41bbe691485f0bc794452590aad7ae7740a9e63e67de80afdc,30,이동 단말기의 제어 방법 및 금융기관서버의 제어 방법 및 금융기관서버,G06Q 40/02|G06Q 20/40|H04W 12/06,20111230,1020110139937,20121002,,20120918,1011854880000,등록,제어
930,삼성전자주식회사,20110525,1020110049661,"본 발명에 따른 데이터 송수신 제어 방법은 마스터 노드 및 상기 마스터 노드에 연결된 적어도 하나의 연결노드를 포함하는 통신망에서, 상기 마스터 노드가 상기 연결노드와의 신호 송수신을 제어하는 방법에 있어서, 상기 적어도 하나의 연결노드의 링크 퀄리티를 확인하는 과정과, 상기 링크 퀄리티에 기초하여, 상기 연결노드의 응답신호 전송 우선순위를 결정하는 과정과, 상기 응답신호 전송 우선순위를 고려하여 결정된 적어도 하나의 제1노드의 응답신호 전송을 위한 타임슬롯, 및 상기 제1노드와 상기 제1노드로부터 ACK 응답신호를 수신한 제2노드에 포함되지 않는 적어도 하나의 제3노드의 응답신호 전송을 위한 경합전송 구간을 포함하는 스케줄링 정보를 상기 적어도 하나의 연결노드에 제공하는 과정과, 상기 연결노드로 데이터를 전송하는 과정과, 상기 스케줄링 정보에 대응하여 수신되는 응답신호에 기초하여, 상기 연결노드의 데이터 수신 여부를 확인하는 과정을 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00b013e0542c4dabde685fa6c39773e102c8652d08e2d18a9f6fab2b89055656a682aebca940ea84c30946ffd15870ffb59356e490da847ffc,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf61621cbf7f87b75812a798924c70edf37ace7ee7dcfc70cfbe26d84cc8f1f2df17046aa66c9cdee277e7a440e2dc4eeddc6558f8fb327ae6,31,데이터 송수신 제어 방법 및 장치,H04L 1/16|H04L 45/00,20121205,1020120131471,20170912,,20170830,1017751610000,등록,제어
931,주식회사 위니아,20060817,1020060077551,"본 발명은 김치의 품온을 급속히 하강시키는 김치냉장고 및 그 온도제어방법에 관한 것으로서, 김치를 저장하는 저장고 내부의 고내온도를 감지하는 고내온도센서와, 고내온도센서에 의해 감지된 고내온도에 따라 저장고 내부의 고내온도를 하강 및 상승시키는 냉각장치, 및 가열장치를 구비하는 김치냉장고에 있어서, 김치품온을 감지하는 김치품온센서를 구비하여 김치품온센서를 통해 감지된 김치품온이 기 설정된 설정온도 이상인지를 판단하고 김치품온이 설정온도 이상이면, 냉각장치를 제어하여 급속냉각제어를 실행하는 것을 특징으로 한다.  이에 의하여, 보관모드로 운전중에 새로이 수용된 김치의 김치품온을 보관모드의 정상제어온도범위로 빠르게 냉각할 수 있다.  김치냉장고, 온도제어, 급속냉각, 자동제어, 과숙성, 김치품온",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd035bfb5ff666db4c9cfe49d03e6a3dce01725302c675cbebac4c6a92368abc7fcc5bf8459d84eb985a,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e2d625a3dcb0746fe46c22163f668395d436b6631f62ad26b019f6a7352c77a72f9af262ea02f8f935,32,김치냉장고 및 그 온도제어방법,A23B 7/10|A23B 7/04|F25D 29/00,,,20071017,,20071011,1007681610000,등록,제어
932,한국과학기술원,20201209,1020200171575,"다양한 실시예들은 인터프로시져럴 제어 흐름 그래프에서 각 프로그램 위치로부터 에러 위치까지의 최단 거리를 효율적으로 계산하기 위한 컴퓨터 시스템 및 그의 방법에 관한 것으로, 에러 위치를 확인하고, 에러 위치로부터 이어지는 적어도 하나의 엣지를 추적하면서, 에러 위치와 적어도 하나의 함수에 의해 연관되는 프로그램 위치에 대해 최단 거리를 계산하도록 구성될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93f2936c0c9d7c228963516ff5f316307ffde493edf4de74a06a3854f78a4358ed5073c073ce360eccec15dc0c5c657b2fa6ebe68b3b5debc4,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfa2c01f720026fd0a803280a0a4bf7eeba290539e9cfc4d1a6d6fa3480eb6ae5bd3cbbc180175d5ec4ac88813b2eb52938389ed8e4b5c0133,33,인터프로시져럴 제어 흐름 그래프에서 각 프로그램 위치로부터 에러 위치까지의 최단 거리를 효율적으로 계산하기 위한 컴퓨터 시스템 및 그의 방법,G06F 11/36,20220616,1020220081742,20220804,,20220801,1024293240000,등록,제어
933,울산과학기술원|신성델타테크 주식회사,20230725,1020230096837,"풀-브릿지 유도 가열 인버터의 주파수 변동 최소화 전력제어 방법 및 장치가 개시된다. 본 발명의 일실시예에 따른, 풀-브릿지 유도 가열 인버터의 주파수 변동 최소화 전력제어 방법은, 풀-브릿지 유도 가열 인버터를 동작시키는 스위칭 주파수가 증가 함에 따라, 상기 풀-브릿지 유도 가열 인버터로부터 출력되는 출력 전력의 구간을, 중전력 구간과 저전력 구간을 적어도 포함하여 정의하는 단계; 및 상기 중전력 구간과 상기 저전력 구간에서, 상기 풀-브릿지 유도 가열 인버터 내 스위치를, 위상천이 변조기법(PSM)으로 전력 제어 함으로써, 상기 스위칭 주파수의 변동폭을 제한하는 단계를 포함 할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93e7d4a77dfa1f64b70e19fd746bbfd59ebc4a9d0a392f6ddb6593703199d0bf7aa8c15353430a85eb31248dee390493fe22cbad743ace0396,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf4935a89fef392ac9d02de9f626b216a86fafe1adaf26040f42d42b01b270ed458d3675263e73716c24a841c6e23642da6038bb6da4fdae47,34,풀-브릿지 유도 가열 인버터의 주파수 변동 최소화 전력제어 방법 및 장치,H05B 6/04|H02M 7/539|H02M 1/00,20250203,1020250015432,,,,,공개,제어
934,주식회사 한일환경테크,20250429,1020250056350,"본 발명의 일실시예에 따른 빌딩 자동제어 시스템의 유지보수용 패널(1)은 빌딩 내부에 설치된 센서부(10)에 의해 감지된 센서 데이터를 수집하여, 통신망을 통해 중앙 감시반(20)으로 전송함으로써, 빌딩 내부의 기계 장치에 대한 감시 및 제어 기능을 수행하는 것으로, 상기 빌딩 자동제어 시스템의 유지보수용 패널(1)은 상기 센서부(10)에 의해 감지된 사용 전력량 데이터를 수집하는 수집부(31), 피크 전력량, 시작 전력량 및 기준 전력량을 각각 입력 처리하는 입력부(32), 상기 센서부(10)에 의해 감지된 사용 전력량 데이터, 상기 입력부(32)에 의해 입력 처리된 피크 전력량, 시작 전력량 및 기준 전력량에 따라 시간별 감소 전력량을 산출하는 연산 모듈(35), 상기 연산 모듈(35)에 의해 산출된 시간별 감소 전력량에 따라 빌딩 내부의 시간별 사용 전력량이 상기 시간별 감소 전력량만큼 감소하도록 제어하는 제어부(50), 상기 연산 모듈(35)에 의해 산출된 시간별 감소 전력량이 기준치 초과 시, 경보음을 발생시키는 알람부(51) 및 빌딩 내부의 기계장치(5)에 대한 이력을 관리하는 이력 관리부(52)를 포함하는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c934719fa4b07931921a65cd5feaa1126b96ad135194fb8aec484d7e3652c549064ec56b4012fdb56c7f53765d3bb1d22422c2701f55c2b33bd,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf79bddb8025c59b6674c8fd0d6e42d16958ce8bafe684c66e7171046019573a917e5b9be0d3703a4f1820eb25e01d9994cd252c43150ade7c,35,빌딩 자동제어 시스템의 유지보수용 패널,G06Q 50/10|G06Q 50/06|G08B 21/18|G06F 17/10,,,20250801,,20250729,1028414140000,등록,제어
935,알루마파워 코포레이션,20210831,1020237011055,다양한 성능 기준에 따라 배터리 성능을 최적화하면서 부하 요구사항을 충족하는 것을 보장하도록 모든 동적 다중 셀 금속 공기 배터리를 개선시키는 제어 시스템이 설명된다. 이 제어 시스템은 시간에 따라 배터리 시스템의 효과와 효율을 모두 더욱 개선시키도록 기계 학습으로 증강될 수 있다. 연속적 또는 간헐적 고출력을 달성하여 전기 모터와 결합된 금속 공기 배터리의 적용 가능성을 전통적으로 내연 기관용으로 예비된 응용 분야로 확장하는 동적 다중 셀 금속 공기 배터리 시스템 설계가 개시된다.,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93e60eeb450d49a796d6ef38b47b4d0771f48c637a23bb5799978a5c44123bd06e6097cf29d5f74361ed38bfc2229aceae2d83a19fa9616685,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf83bd7c576e3e881e749ec4c3aed56aff39a05a752e13904243b0722be62b862413609e34306cc10ef888dbee5846a4f9ba69c06f4eb2384c,36,동적 적응 지능형 다중 셀 공기 배터리용 제어 시스템 및 설계,H01M 50/70|H01M 12/06,20230904,1020230128260,,,,,공개,제어
936,현대자동차주식회사|기아 주식회사,20221208,1020220170725,"본 발명의 일 실시 예에 따른 차량 제어 장치는 차량의 주행 차로의 장애물의 위치 및 상기 주행 차로를 주행 중인 후방 차량의 위치를 획득하는 센서 및 주행 보조 기능이 활성화된 상태에서, 상기 주행 차로의 장애물을 회피하기 위한 차로 변경이 불가능한 경우, 상기 후방 차량과 상기 장애물을 연결하는 가상의 선을 기반으로 상기 주행 차로 내 회피 영역을 설정하고, 상기 회피 영역을 기반으로 상기 장애물을 회피하기 위한 회피 경로를 생성하는 제어부를 포함할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93c7df2d5060ba58d9607a8be283a5b6707d3176d33949d5fdec22628a249dfb51ef78409a92f30520595fddbd803428642a837dfdc164732f,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfd899b2d09d0b5a3b1c4579224f3c838018cabb7a949010cbe35f80f53c91565d7ca81a671a2c14582ebbfe53fd580fd21603a64823403f5a,37,차량 제어 장치 및 방법,B60W 30/08|B60W 30/12|B60W 40/02,20240617,1020240085642,,,,,공개,제어
937,에스디엔 주식회사,20100916,1020100091147,"본 발명은 태양광 발전시스템 또는 풍력 발전시스템 등의 독립형 발전시스템의 감시 및 제어시스템에 관한 것으로써, 독립형 발전시스템의 각각의 구성요소를 원격지에서 통합하여 감시 또는 제어하는 시스템에 관한 것이다.  보다 더 구체적으로 본 발명은, 태양광 발전시스템 또는 풍력 발전시스템과 연결되어, 발전시스템을 감시 또는 제어하는 시스템에 있어서, 상기 태양광 발전시스템 또는 풍력 발전시스템으로부터 공급되는 직류전원을 충전하는 배터리 충전부; 상기 배터리 충전부의 충·방전을 제어하는 충방전 제어부(Charge Controller); 상기 배터리 충전부의 직류 전원을 교류 전원으로 변환하여 부하에 공급하는 인버터(Inverter); 및 상기 배터리 충전부, 충방전 제어부 또는 인버터로부터 생성되는 데이터를 실시간으로 수신하여 저장하고, 상기 데이터를 이용하여 발전시스템 전체를 감시 또는 제어하는 원격 감시·제어 장치;를 포함하는 독립형 발전시스템의 감시·제어시스템을 제공한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726265aea314174a01c0a637e9d641711a5963d42c326ad58ff214269541e233d52396d218bced470567a440b002e1238c2bb03cf2065744f35,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfc2897c42c117a0f4544b082502d135fbe4361fec519f28bbdaaa0c8eb4398c47e291ed78a256543f9503289def541c8216e74bb5e8b0ba94,38,독립형 발전시스템의 감시·제어시스템,H02J 3/38|H02J 3/32|H02M 7/48,20120326,1020120029199,20121112,,20121031,1011981940000,등록,제어
938,주식회사 위니아,20041013,1020040081560,"본 발명은 이온정수기에 관한 것으로서, 특히 배수구에 배수밸브를 설치하여 구조가 간단하면서도 세정효과를 높이는 이온정수기의 세정장치 및 그 제어방법에 관한 것이다.  이온정수기, 세정, 배수밸브",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd035bfb5ff666db4c9ccf2ab65a39879348dcf96475cbd8f0d72617e245dc4b025c4e929fa7540f16c5,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e2d625a3dcb0746fe4598c4c077876d4f996016a765f143542de6c02ef5fd1cb936861a5516c7cd638,39,이온정수기의 세정장치 및 그 제어방법,C02F 1/461,20060418,1020060032670,20060821,,20060809,1006133620000,소멸,제어
939,삼성전자주식회사,20170323,1020170036877,"본 개시는 4G 시스템 이후 보다 높은 데이터 전송률을 지원하기 위한 5G 통신 시스템을 IoT 기술과 융합하는 통신 기법 및 그 시스템에 관한 것이다. 본 개시는 5G 통신 기술 및 IoT 관련 기술을 기반으로 지능형 서비스 (예를 들어, 스마트 홈, 스마트 빌딩, 스마트 시티, 스마트 카 혹은 커넥티드 카, 헬스 케어, 디지털 교육, 소매업, 보안 및 안전 관련 서비스 등)에 적용될 수 있다. 본 발명은 무선통신 시스템에 대한 것으로서, 상향링크 제어신호 혹은 데이터 신호 전송 방법 및 장치에 관한 것이다. 보다 구체적으로는, 하향링크 데이터 신호 전송 혹은 스케줄링에 대해 하나 이상의 타이밍에서의 상향링크 전송이 가능한 단말에서의 전송방법에 관한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c935d54bf58c82e4c6486e8ffbe065d23c2582831d94bdf4aa71b766959cbf12ba3a23ad4143205754329a21ae020e7e34bd22bdf45bf107318,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfd6ddae789ff6aed1ddf97256179201ae3bfc478a6134d954a7e69977ae5031cd43b96ba34a8ed034730577394f2645c71f20e04f7c9ca9c8,40,무선 셀룰라 통신 시스템에서 상향링크 제어 및 데이터 신호 전송 방법 및 장치,H04W 72/232|H04W 72/0446|H04L 5/00|H04W 72/1268,20180406,1020180035641,20210811,,20210804,1022880640000,등록,제어
940,(주)유비쿼터스통신,20120905,1020120098377,"설치 위치가 다른 복수 개의 LED 전광판과 상기 LED 전광판을 유무선 통신망을 통하여 원격 제어하는 전광판 운용 단말을 구비한 전광판 모니터링 시스템이 제공된다. 상기 LED 전광판은 공조 제어모듈, 콘텐츠 제어모듈, 스크린 제어모듈, 판넬 제어모듈, 전원 제어모듈, 통신 제어모듈 및 온도 제어모듈를 포함한다. 이럴 경우, 전광판 운용 단말은 이상의 각 모듈의 장애를 진단하고, 이력를 관리하여 기설정되거나 스케쥴링에 따라 화면 정보, 색감 정보, 판넬 색감 정보, 온도 정보, 공조 정보 등을 가공하여 LED 전광판으로 보내 LED 전광판을 원격에서 용이하게 제어한다.  이에, 본 발명은 신속한 유지 보수가 가능하고, 광고 효과를 극대화하며, 수명을 연장시키는 효과가 달성된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00a9671ec586b8fc2d7c3f6023c72b9934745c433fa44b0dac6f45ac9c645683a55404e1937ae00b91788041abce54680a7af6b739837d05f9,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf7ffc2a81eb18e0c52760ea9ee47c3aa0c350d1d9027596bd95c5fc651519691b1f14eadab80c030300e224c1bc669a6f38d5a8d4c7372e8d,41,LED 전광판을 원격 제어하기 위한 전광판 모니터링 시스템,G06Q 50/10|G09F 9/33|G09F 9/302|G09G 3/00|G06Q 10/20,20140313,1020140031713,20140808,,20140801,1014277480000,등록,제어
